Si,Fe,Cu,Mn,Mg,Cr,Ni,Zn,Ga,V,Ti,Zr,Bi,Pb,Li,B,Sc,Be,S_A_Temp,Ageing_Temp,Ageing_Time,Air,Furnace,Water,6% Work Hardening,7% Work Hardening,Compression,Cryrolling,HT Work Hardening,Rolling,Stretch,Work Hardening Level 1,Work Hardening Level 2,Work Hardening Level 4,Work Hardening Level 6,Work Hardening Level 8,Work hardening,none_strain,Artificial,Natural,Overageing,none_age,Partial Annealed,Stablized,none_treat,Drawn,Extruded,Forged,Rolled,Thixoformed,unspecified_man,Tube,Wire,Sheet,Bar,unspecified_prod,Plate,Foil,Rod,Die Forging,Ring,Forging,Ingot,Fin Stock,UTS,YTS,ELONGATION
0.04,0.15,0.02,5,0.0,5,0.0,25,15,0.01,0.01,0.0,0.0,0.0,0.0,0.02,0.0,0.0,25.0,25.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,122.5,,
0.04,0.15,0.02,5,0.0,5,0.0,25,15,0.01,0.01,0.0,0.0,0.0,0.0,0.02,0.0,0.0,25.0,25.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,112.5,,5.5
0.04,0.15,0.02,5,0.0,5,0.0,25,15,0.01,0.01,0.0,0.0,0.0,0.0,0.02,0.0,0.0,25.0,25.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,112.5,,5.5
0.04,0.15,0.02,5,0.0,5,0.0,25,15,0.01,0.01,0.0,0.0,0.0,0.0,0.02,0.0,0.0,25.0,25.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,99.0,,
0.04,0.15,0.02,5,0.0,5,0.0,25,15,0.01,0.01,0.0,0.0,0.0,0.0,0.02,0.0,0.0,25.0,25.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,99.0,,
0.04,0.15,0.02,5,0.0,5,0.0,25,15,0.01,0.01,0.0,0.0,0.0,0.0,0.02,0.0,0.0,25.0,25.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,99.0,,7.5
0.04,0.15,0.02,5,0.0,5,0.0,25,15,0.01,0.01,0.0,0.0,0.0,0.0,0.02,0.0,0.0,25.0,25.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,99.0,,7.5
0.04,0.15,0.02,5,0.0,5,0.0,25,15,0.01,0.01,0.0,0.0,0.0,0.0,0.02,0.0,0.0,345.0,25.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,76.5,,
0.04,0.15,0.02,5,0.0,5,0.0,25,15,0.01,0.01,0.0,0.0,0.0,0.0,0.02,0.0,0.0,345.0,25.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,75.0,,21.5
0.04,0.15,0.02,5,0.0,5,0.0,25,15,0.01,0.01,0.0,0.0,0.0,0.0,0.02,0.0,0.0,345.0,25.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,75.0,,21.5
0.04,0.15,0.02,5,0.0,5,0.0,25,15,0.01,0.01,0.0,0.0,0.0,0.0,0.02,0.0,0.0,25.0,25.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,69.0,,
0.04,0.15,0.02,5,0.0,5,0.0,25,15,0.01,0.01,0.0,0.0,0.0,0.0,0.02,0.0,0.0,25.0,25.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,124.0,110.0,
0.04,0.15,0.02,5,0.0,5,0.0,25,15,0.01,0.01,0.0,0.0,0.0,0.0,0.02,0.0,0.0,25.0,25.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,110.0,97.0,
0.04,0.15,0.02,5,0.0,5,0.0,25,15,0.01,0.01,0.0,0.0,0.0,0.0,0.02,0.0,0.0,25.0,25.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,97.0,83.0,
0.04,0.15,0.02,5,0.0,5,0.0,25,15,0.01,0.01,0.0,0.0,0.0,0.0,0.02,0.0,0.0,25.0,25.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,83.0,55.0,
0.04,0.15,0.02,5,0.0,5,0.0,25,15,0.01,0.01,0.0,0.0,0.0,0.0,0.02,0.0,0.0,25.0,25.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,69.0,31.0,
0.04,0.15,0.02,5,0.0,5,0.0,25,15,0.01,0.01,0.0,0.0,0.0,0.0,0.02,0.0,0.0,345.0,25.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,83.0,28.0,23.0
0.04,0.15,0.02,5,0.0,5,0.0,25,15,0.01,0.01,0.0,0.0,0.0,0.0,0.02,0.0,0.0,25.0,25.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,58.0,25.0,
0.04,0.15,0.02,5,0.0,5,0.0,25,15,0.01,0.01,0.0,0.0,0.0,0.0,0.02,0.0,0.0,25.0,25.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,58.0,25.0,
0.0,0.0,1.6,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,1.7,0.0,0.0,0.0,530.0,150.0,24.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,415.0,315.0,16.0
0.4,0.7,5.5,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,525.0,160.0,14.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,310.0,230.0,6.0
0.4,0.7,5.5,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,525.0,25.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,275.0,125.0,12.0
0.4,0.7,5.5,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,525.0,25.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,320.0,270.0,10.0
0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,510.0,25.0,48.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,365.0,350.0,
0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,510.0,25.0,48.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,340.0,295.0,14.0
0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,510.0,160.0,12.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,370.0,260.0,16.0
0.4,0.7,5.5,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,525.0,160.0,14.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,407.0,310.0,12.0
0.4,0.7,5.5,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,525.0,160.0,14.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,405.0,310.0,12.0
0.4,0.7,5.5,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,525.0,25.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,379.0,296.0,15.0
0.4,0.7,5.5,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,525.0,25.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,380.0,295.0,15.0
0.4,0.7,5.5,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,525.0,160.0,14.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,370.0,275.0,10.0
0.4,0.7,5.5,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,525.0,25.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,319.0,249.0,13.0
0.4,0.7,5.5,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,525.0,25.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,275.0,125.0,16.0
0.4,0.7,5.5,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,525.0,25.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,275.0,125.0,16.0
0.4,0.7,5.5,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,524.0,160.0,14.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,395.0,270.0,17.0
0.4,0.7,5.5,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,525.0,160.0,14.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,390.0,295.0,17.0
0.4,0.7,5.5,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,525.0,160.0,14.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,420.0,315.0,13.0
0.4,0.7,5.5,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,510.0,160.0,15.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,407.0,310.0,
0.4,0.7,5.5,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,525.0,160.0,14.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,395.0,300.0,12.0
0.4,0.7,5.5,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,510.0,25.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,379.0,296.0,
0.4,0.7,5.5,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,525.0,25.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,350.0,270.0,18.0
0.4,0.7,5.5,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,525.0,25.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,365.0,220.0,15.0
0.85,0.7,4.45,0.8,0.5,0.1,0.0,0.25,0.0,0.0,0.15,0.05,0.0,0.0,0.0,0.0,0.0,0.0,500.0,160.0,18.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,483.0,414.0,13.0
0.85,0.7,4.45,0.8,0.5,0.1,0.0,0.25,0.0,0.0,0.15,0.05,0.0,0.0,0.0,0.0,0.0,0.0,500.0,160.0,18.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,483.0,414.0,13.0
0.8,0.0,4.4,0.75,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,505.0,172.5,12.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,500.0,465.0,10.0
0.8,0.0,4.4,0.75,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,505.0,172.5,12.5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,490.0,440.0,8.0
0.8,0.0,4.4,0.75,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,505.0,172.5,12.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,465.0,425.0,
0.8,0.0,4.4,0.8,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,505.0,172.5,12.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,485.0,415.0,13.0
0.8,0.0,4.5,0.8,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,505.0,172.5,12.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,485.0,415.0,13.0
0.8,0.0,4.4,0.75,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,505.0,172.5,12.5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,485.0,415.0,10.0
0.8,0.0,4.4,0.75,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,505.0,172.5,12.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,480.0,415.0,9.0
0.8,0.0,4.4,0.75,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,505.0,172.5,12.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,460.0,408.0,10.0
0.8,0.0,4.4,0.75,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,505.0,25.0,48.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,445.0,340.0,15.0
0.8,0.0,4.4,0.75,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,505.0,25.0,48.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,465.0,315.0,17.0
0.8,0.0,4.4,0.75,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,505.0,25.0,48.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,425.0,310.0,12.0
0.8,0.0,4.5,0.8,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,505.0,25.0,48.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,430.0,290.0,20.0
0.8,0.0,4.4,0.75,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,505.0,25.0,48.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,425.0,290.0,22.0
0.8,0.0,4.4,0.75,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,505.0,25.0,48.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,438.0,260.0,21.0
0.85,0.7,4.45,0.8,0.5,0.1,0.0,0.25,0.0,0.0,0.15,0.05,0.0,0.0,0.0,0.0,0.0,0.0,500.0,150.0,30.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,475.0,420.0,10.0
0.85,0.7,4.45,0.8,0.5,0.1,0.0,0.25,0.0,0.0,0.15,0.05,0.0,0.0,0.0,0.0,0.0,0.0,500.0,175.0,8.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,470.0,420.0,10.0
0.85,0.7,4.45,0.8,0.5,0.1,0.0,0.25,0.0,0.0,0.15,0.05,0.0,0.0,0.0,0.0,0.0,0.0,500.0,135.0,120.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,475.0,410.0,15.0
0.85,0.7,4.45,0.8,0.5,0.1,0.0,0.25,0.0,0.0,0.15,0.05,0.0,0.0,0.0,0.0,0.0,0.0,500.0,160.0,18.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,446.0,399.0,7.6
0.85,0.7,4.45,0.8,0.5,0.1,0.0,0.25,0.0,0.0,0.15,0.05,0.0,0.0,0.0,0.0,0.0,0.0,500.0,177.0,18.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,446.0,399.0,7.6
0.85,0.7,4.45,0.8,0.5,0.1,0.0,0.25,0.0,0.0,0.15,0.05,0.0,0.0,0.0,0.0,0.0,0.0,500.0,160.0,18.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,446.0,399.0,7.6
0.85,0.7,4.45,0.8,0.5,0.1,0.0,0.25,0.0,0.0,0.15,0.05,0.0,0.0,0.0,0.0,0.0,0.0,500.0,177.0,18.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,446.0,399.0,7.6
0.85,0.7,4.45,0.8,0.5,0.1,0.0,0.25,0.0,0.0,0.15,0.05,0.0,0.0,0.0,0.0,0.0,0.0,500.0,160.0,18.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,448.0,398.0,6.5
0.85,0.7,4.45,0.8,0.5,0.1,0.0,0.25,0.0,0.0,0.15,0.05,0.0,0.0,0.0,0.0,0.0,0.0,500.0,160.0,18.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,467.0,397.0,10.5
0.85,0.7,4.45,0.8,0.5,0.1,0.0,0.25,0.0,0.0,0.15,0.05,0.0,0.0,0.0,0.0,0.0,0.0,500.0,177.0,18.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,467.0,397.0,10.5
0.85,0.7,4.45,0.8,0.5,0.1,0.0,0.25,0.0,0.0,0.15,0.05,0.0,0.0,0.0,0.0,0.0,0.0,500.0,160.0,18.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,467.0,397.0,10.5
0.85,0.7,4.45,0.8,0.5,0.1,0.0,0.25,0.0,0.0,0.15,0.05,0.0,0.0,0.0,0.0,0.0,0.0,500.0,177.0,18.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,467.0,397.0,10.5
0.85,0.7,4.45,0.8,0.5,0.1,0.0,0.25,0.0,0.0,0.15,0.05,0.0,0.0,0.0,0.0,0.0,0.0,500.0,190.0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,455.0,395.0,9.0
0.85,0.7,4.45,0.8,0.5,0.1,0.0,0.25,0.0,0.0,0.15,0.05,0.0,0.0,0.0,0.0,0.0,0.0,500.0,205.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,440.0,395.0,9.0
0.85,0.7,4.45,0.8,0.5,0.1,0.0,0.25,0.0,0.0,0.15,0.05,0.0,0.0,0.0,0.0,0.0,0.0,500.0,160.0,18.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,438.0,395.0,2.5
0.85,0.7,4.45,0.8,0.5,0.1,0.0,0.25,0.0,0.0,0.15,0.05,0.0,0.0,0.0,0.0,0.0,0.0,500.0,160.0,18.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,442.0,393.0,7.0
0.85,0.7,4.45,0.8,0.5,0.1,0.0,0.25,0.0,0.0,0.15,0.05,0.0,0.0,0.0,0.0,0.0,0.0,500.0,177.0,18.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,442.0,393.0,7.0
0.85,0.7,4.45,0.8,0.5,0.1,0.0,0.25,0.0,0.0,0.15,0.05,0.0,0.0,0.0,0.0,0.0,0.0,500.0,160.0,18.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,442.0,393.0,7.0
