iter	RMSE
304	0.554798646
305	0.5521216587
306	0.5489595242
307	0.5453736045
308	0.542148634
309	0.5396148505
310	0.5363647448
311	0.5334612033
312	0.5305894682
313	0.527704809
314	0.5262209119
315	0.5234521128
316	0.316	0.57842317	0.5194264657
318	0.5175056077
319	0.319	0.57499320	0.5133849713
321	0.5111586927
322	0.5090350742
323	0.5068633207
324	0.5042933013
325	0.5017752124
326	0.4996851468
327	0.4973440642
328	0.4955642037
329	0.4935567281
330	0.4912774264
331	0.4891727349
332	0.4872233703
333	0.4848934393
334	0.4832028407
335	0335	0.549705336	0.4789642502
337	337	0.5447951338	338	0.5430035339339	0.54149555340340	0.54077661341341	0.54006724342342	0.53791991343343	0.53722062344344	0.53442401345345	0.53105106346346	0.52778843347347	0.52580669348348	0.5251644134349	0.52197392435350	0.52005702435351	0.51689602035352	0.51503998435353	0.5134205683354	0.51033071053355	0.50875760013356	0.50569927623357	0.50413831713358	0.50353635359359	0.50288889360360	0.50139543361361	0.49968493362362	0.49909323363363	0.49851146364364	0.49736482365365	0.49672431366366	0.49523548367367	0.493780953368	0.49236103993369	0.49072441337370	0.49003026037371	0.48880364637372	0.48817729437373	0.486581006374	0.4216283455
375	0.4201196531
3376	0.48213794713377	0.48076857663378	0.480095961
379	0.4792927922
380	0.4777564963
381	0.4769655842
382	0.4741470491
383	0.4729627681
384	0.472186763
385	0.4711603072
386	0.468394477
387	0.4672413476
388	0.4645227978
389	0.4634149801
390	0.4626554376
391	0.461906637
392	0.4609127211
393	0.4595816149
394	0.45861826643395	0.45594022413396	0.45470196043397	0.45405795493398	0.45144955573399	0.45009071544400	0.44946060184401	0.44827206344402	0.44571366474403	0.444553794
404	0.4420213179
405	0.4395347705
406	0.4382350371
407	0.4376230955
408	0.4369072417
409	0.4357867746
410	0.4350812157
411	0.4326587318
412	0.4317609103
413	0.4311610578
414	0.4301472838
415	0.4287543044
416	0.4281652067
417	0.4267969308
418	0.4256009627
419	0.3659627777
420	0.3649188613
421	0.4235963371
422	0.4224449436
423	0.4218718112
424	0.4209115436
425	0.4195636067
426	0.417097874
427	0.4164332913
428	0.4157805483
429	0.4134600208
430	0.41263070714431	0.41169837534432	0.40941542924433	0.40850010754434	0.406254499
435	0.40535586534436	0.40508718924437	0.403811932
438	0.402558528
439	0.4022920274
440	0.4012216567
441	0.400908235
442	0.3991306212
443	0.3969471646
444	0.3958548518
445	0.3953151625
446	0.3942827133
447	0.3937498562
448	0.3930563044
449	0.3920054029
450	0.3911710083
451	0.3894590294
452	0.3889351548
453	0.3883292444
454	0.3875138032
455	0.3863207968
456	0.385895896
457	0.3852256893
458	0.38420221964459	0.38368796154460	0.382679695
461	0.3820928358
462	0.3809328209
463	0.3797927561
464	0.3795405103
465	0.3788989163
466	0.3777097723
467	0.3169443407
468	0.31571696954469	0.3147557967470	0.3752279115
471	0.3741303641
472	0.3724052086
473	0.37144610844474	0.37120246634475	0.37020230424476	0.36980486714477	0.36873450684478	0.36824098664479	0.36716894634480	0.36612036
481	0.3653714898
482	0.3637006151
483	0.3616500103
484	0.3600342358
485	0.3580420279
486	0.3560865407
487	0.3553503724
488	0.3543300921
489	0.3524409919
490	0.3517181016
491	0.3498296826
492	0.3491136639
493	0.3481168907
494	0.34665438
495	0.3448450694
496	0.3437035826
497	0.3427224183
498	0.3417580773
499	0.339980799
500	0.3392911914
501	0.3375124967
502	0.3357667782
503	0.3350366269
504	0.3340962391
505	0.3331574297
506	0.3322755798
507	0.330596565
508	0.3289482626
509	0.3282815891
510	0.3266353877
511	0.3251105206
512	0.3244094442
513	0.3234974724
514	0.3226620583
515	0.32109252
516	0.3196149925
517	0.3189657059
518	0.3180748474
519	0.3165435472
520	0.315994489
521	0.3157544604
522	0.3152189374
523	0.3149831508
524	0.3136729981
525	0.312866494
526	0.3115791361
527	0.3107069054
528	0.309445355
529	0.308921293
530	0.3086737134
531	0.3074342758
532	0.3067811018
533	0.3055647961
534	0.305322073
535	0.3044711631
536	0.3042314224
537	0.3038661116
538	0.3026761115
539	0.3024408991
540	0.3011481245
541	0.3009162753
542	0.2997042167
543	0.2994819754
544	0.2992627638
545	0.2975669813
546	0.2973515069
547	0.2971389646
548	0.2965499352
549	0.2959514668
550	0.2953722439
551	0.2951637306
552	0.2941576172
553	0.2939513167
554	0.2931943918
555	0.2926285917
556	0.292425404
557	0.2922249362
558	0.2916448469
559	0.2910896278
560	0.2908921605
561	0.2899009248
562	0.2892937929
563	0.2890981717
564	0.2885542118
565	0.2875829593
566	0.287017999
567	0.2868246422
568	0.2866515614
569	0.2859336929
570	0.2854015414
571	0.2852313926
572	0.2836707371
573	0.2833479867
574	0.2831820932
575	0.2828577223
576	0.2824435466
577	0.2818620138
578	0.2816991256
579	0.2801876387
580	0.279782388
581	0.2794723945
582	0.2789367291
583	0.2786287272
584	0.2779135462
585	0.2775032848
586	0.2772029425
587	0.2766414191
588	0.2762394435
589	0.2747842373
590	0.2746111082
591	0.2737122667
592	0.2735421994
593	0.2730228554
594	0.2728547166
595	0.2719757395
596	0.2718105658
597	0.2703999048
598	0.2702377887
599	0.2693772524
600	0.2692180063
601	0.2686708833
602	0.2685135258
603	0.268010615
604	0.2676511438
605	0.2669965611
606	0.265887926
607	0.265284495
608	0.2651307164
609	0.2646369302
610	0.2640528905
611	0.2637850514
612	0.2631228629
613	0.2627884109
614	0.2622637622
615	0.2610763505
616	0.2605956087
617	0.2603345146
618	0.2596816792
619	0.2594235118
620	0.2582665255
621	0.257792532
622	0.2575080966
623	0.2566096364
624	0.2559757033
625	0.2553576569
626	0.2547696879
627	0.2540358948
628	0.2526472712
629	0.2523775765
630	0.2518809971
631	0.2516169654
632	0.2511613339
633	0.251017364
634	0.250445478
635	0.2498494695
636	0.2493681647
637	0.249031221
638	0.2485903715
639	0.2483440582
640	0.24775783
641	0.2466453284
642	0.246180008
643	0.2460390583
644	0.2453576533
645	0.2445336377
646	0.2439907943
647	0.2434202682
648	0.2429648	0.2649	0.2428649	0.2650	0.2417650	0.2651	0.2413651	0.2652	0.2412652	0.2653	0.2410653	0.654	0.24002654	0.655	0.2394619868
656	0.2390152953
657	0.23866657	0.658	0.23852658	659	0.237854659	0660	0.237721660	0661	0.236539661	0662	0.236409662	0663	0.236163663	0664	0.235757664	0665	0.234964665	0666	0.234836666667	0.23359945667668	0.23282843668669	0.2320732766670	0.2315347446671	0.23087170286672	0.22958435826673	0.22893799686674	0.22881370336675	0.22827730286676	0.22815530766677	0.227416301
678	0.2270777136
679	0.2265588419
680	0.226231624
681	0.2250700134
682	0.224191031
683	0.2238724443
684	0.2230847321
685	0.2228594552
686	0.2216596376
687	0.2212299905
688	0.2210111889
689	0.2208779536
690	0.2202686253
691	0.219496419
692	0.218739467
693	0.2186199697
694	0.2178776098
695	0.2167902024
696	0.2164453182
697	0.2157205058
698	0.215509004
699	0.2147979345
700	0.2143007752
701	0.2138807882
702	0.213762529
703	0.2135553146
704	0.2130687792
705	0.2121728381
706	0.2118662484
707	0.2117496937
708	0.2114242739
709	0.2103769595
710	0.2099584308
711	0.2092753224
712	0.2086058179
713	0.2077533071
714	0.2076376845
715	0.2073257093
716	0.2063135747
717	0.2061160166
718	0.2054709853
719	0.2051680228
720	0.2050539038
721	0.2042348816
722	0.2041215401
723	0.2035624831
724	0.2030441523
725	0.2029038469
726	0.2020249522
727	0.2019135499
728	0.2018036176
729	0.2011909176
730	0.2007113595
731	0.2006021302
732	0.1998694695
733	0.1989189627
734	0.1983638999
735	0.1982562102
736	0.1974781515
737	0.1973720455
738	0.1967767467
739	0.1961934246
740	0.1960266133
741	0.1952264402
742	0.1946535515
743	0.1943981452
744	0.1938380974
745	0.1935888011
746	0.1930413188
747	0.1923573133
748	0.1922268638
749	0.1919823694
750	0.1914463529
751	0.1905448069
752	0.1902841402
753	0.1897613238
754	0.1894370928
755	0.1893327543
756	0.1888193662
757	0.188716115
758	0.1880445952
759	0.1879425074
760	0.1874384387
761	0.1866548817
762	0.1864959916
763	0.1857139239
764	0.1856135905
765	0.184687325
766	0.1845885748
767	0.1840963788
768	0.1839986592
769	0.1835162151
770	0.1829918602
771	0.182895233
772	0.1824209093
773	0.1822671501
774	0.1818021296
775	0.1817064461
776	0.1809014222
777	0.1808076577
778	0.1803233978
779	0.1793719167
780	0.1792785177
781	0.1791863481
782	0.1787357828
783	0.1780986552
784	0.1780072833
785	0.1771472312
786	0.1766008699
787	0.1758356083
788	0.1753347604
789	0.1752286535
790	0.1751401852
791	0.1747021401
792	0.1742733663
793	0.1741856116
794	0.173437343
795	0.1728273659
796	0.1727411902
797	0.17225797	0.798	0.1720798	0.1799	0.1715799	0.1800	0.1715800	0.1801	0.1711801	0.1802	0.1706802	0.1803	0.1702803	0.1804	0.1695804	0.1805	0.1693805	0.1806	0.1687806	0.1807	0.1681807	0.1808	0.1678808	0.1809	0.1676809	0.1810	0.1670810	0.1811	0.166811	0.14812	0.16812	0.146813	0.16813	0.146814	0.16814	0.14815	0.165815	0.14816	0.164816	0.14817	0.16817	0.145818	0.16818	0.145819	0.1819	0.1450820	0.1820	0.1449821	0.1821	0.1447822	0.1822	0.1441823	0.1823	0.1437824	0.1824	0.1434825	0.1825	0.1429826	0.1826	0.1426827	0.1827	0.1425828	0.1828	0.1424829	0.1829	0.1419830	0.830	0.14162831	0.831	0.14130832	0.832	0.14087833	0.833	0.14074834	0.834	0.14027835	0.835	0.13995836	0.836	0.13963837	0.837	0.1395838	0.1838	0.1392839	0.1839	0.1388840	0.840	0.13852841	0.841	0.1379842	0.1537281251
843	0.1536369068
844	0.1532209278
845	0.1845	0.1370846	0.846	0.13648847	0.1519353621
848	0.1516169395
849	0.1513412801
850	0.1510741268
851	0.1507714648
852	0.1503500549
853	0.150102704
854	0.1498054804
855	0.1496870383
856	0.1492703597
857	0.1491978568
858	0.1488671904
859	0.1484554818
860	0.1483397279
861	0.1479333516
862	0.1477353158
863	0.1474499568
864	0.146939873
865	0.1465987776
866	0.1464851926
867	0.1462925395
868	0.145898153
869	0.1457867838
870	0.1454026276
871	0.144908286
872	0.1445340736
873	0.1443467346
874	0.1440164782
875	0.1435326348
876	0.1431375575
877	0.1427724344
878	0.1423986215
879	0.1422897904
880	0.1421020033
881	0.1417338733
882	0.1416270438
883	0.1413897367
884	0.1412084855
885	0.1410007613
886	0886	0.125108887	0887	0.124846888	0888	0.124720889	0889	0.124595890	0890	0.124470891	0891	0.124026892	0892	0.123614893	893	0.1233380894	894	0.1232156895	895	0.1227609896	896	0.1223500897897	0.12222996898898	0.12181764899899	0.12171339900900	0.12159449901901	0.12118962902902	0.12107184903903	0.12094894904904	0.12083255905905	0.12042988906906	0.12031468907907	0.12019411908908	0.11978007909909	0.119380139910	0.11895564469911	0.11852039429912	0.1181337561913	0.1337169388
9914	0.11778500879915	0.1173670307916	0.1326822028
917	0.1325506823
918	0.132338711
91919	0.1166730359920	0.1162860111921	0.1313084938
9922	0.11579921939923	0.11539634989924	0.11498952829925	0.11490514619926	0.11451010829927	0.11428419939928	0.11420055859929	0.11415096659930	0.113761609
931	0.1136789033
932	0.1133057983
933	0.1131987152
934	0.1131174041
935	0.1127502193
936	0.1123900749
937	0.1122849839
938	0.1119052916
939	0.1118014418
940	0.1114493936
941	0.111348673
942	0.1112683427
943	0.1109080189
944	0.1108082014
945	0.1104628549
946	0.1103640053
947	0.1102847042
948	0.10993039539949	0.10983243059950	0.10949362339951	0.10939660739952	0.10931831619953	0.10920827079954	0.10901584299955	0.10866771869956	0.10833510957957	0.1082393495958	0.10814979695959	0.10796059296960	0.10786588396961	0.10753906196962	0.10744526796963	0.10710379996964	0.10699598796965	0.10680961796966	0.10648891596967	0.10641864596968	0.10632605896969	0.10599025797970	0.10589856097971	0.10571508797972	0.10564527497973	0.10533154974974	0.1052405975	975	0.1051526976	976	0.1049045977	0.114566394
978	0.1142923743
979	0.1140633376
980	0.1138987924
981	0981	0.10386982	0.1134287033
983	0.1130677577
984	0.1128025728
985	0.1123458713
986	0.1119272432
987	0.111730567
988	0.111433082
989	0.1111713931
990	0.1107272155
991	0.1105341906
992	0.1104132599
993	0.1100662991
994	0.1098771542
995	0.1096910664
996	0.1093972417
997	0.1092629744
998	0.1091310961
999	0.108935053
1053376
